name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor,viewing_angle,misc
BeethoSOL LEDATBG32HDEK 32 inch HD Ready LED TV,"₹6,299",33,"32 in, LED TV",1366 x 768 pixels,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio",,,
Sony Bravia X74K 50 inch Ultra HD 4K Smart LED TV (KD-50X74K),"₹53,990",65,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","3 HDMI Ports, 2 USB Ports",3D TV: No,Supports Apps & Games
Dot One 32N.1-FR01 32 inch HD Ready LED TV,"₹6,987",35,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,"60 Hz, 16:9 Ratio"
Dot One 24S.1-FRC9 24 inch HD Ready Smart LED TV,"₹7,289",46,"24 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 8 w Output","A53 1.2GHz Processor, 512 MB RAM, 4 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Dot One 32S.1-FRB9 32 inch HD Ready Smart LED TV,"₹8,389",47,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output","ARM Cortex-A53/1.5GHz Processor, 512 MB RAM, 4 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Dot One 50U.1-02C9 50 inch Ultra HD 4K Smart LED TV,"₹28,590",72,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","A55/ 1.9GHz Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
TruSense TS 4343 43 inch Ultra HD 4K Smart LED TV,"₹35,000",68,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Dot One 32S.1-FLC9 32 inch HD Ready Smart LED TV,"₹8,490",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output","A53 1.2GHz Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Blaupunkt 24Sigma707 24 inch HD Ready Smart LED TV,"₹7,499",44,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
SENS Pikaso 50 inch Ultra HD 4K Smart LED TV (SENS50WASUHD),"₹23,999",66,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",CA53 Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Haier 43EGA1 43 inch Full HD Smart LED TV,"₹27,900",49,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","3 HDMI Ports, 2 USB Ports",60 Hz,
Kodak Matrix 55 inch Ultra HD 4K Smart QLED TV,"₹39,999",70,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","MediaTek MT9062 Processor, 2 GB RAM, 16 GB Storage","3 HDMI Ports, 2 USB Ports",3D TV: No
Croma CREL043USA024601 43 inch Ultra HD 4K Smart LED TV,"₹20,990",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
BPL 32H-B4000 32 inch HD Ready Smart LED TV,"₹12,979",42,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 18 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",Screen Mirroring / Miracast Support
Intex LED-SHF3291 32 inch HD Ready Smart LED TV Smart,"₹11,990",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Croma CREL024HBB024602 24 inch HD Ready LED TV,"₹5,590",35,"24 in, LED TV",1366 x 768 pixels,"2 Speakers, 16 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio",,
Panasonic TH-43LX700DX 43 inch Ultra HD 4K Smart LED TV,"₹32,790",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LeTV Super TV F50 Pro 50 inch Ultra HD 4K Smart LED TV,"₹15,999",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","A55 processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG NANO75 43 Inch Ultra HD 4K Smart LED TV (43NANO75SQA),"₹52,990",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games
iFFALCON by TCL iFF55U62 55 inch Ultra HD 4K Smart LED TV,"₹35,999",66,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",2 GB RAM,178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Skytron S32FHSC 32 Inches Full HD Smart LED TV,"₹9,689",50,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","1 GB RAM, 8 GB Storage",180 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 75UQ8040PSB 75 inch Ultra HD 4K Smart LED TV,"₹1,45,999",76,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α5 Gen5 AI Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 3 USB Ports"
Infinix X3 50 inch Ultra HD 4K Smart LED TV (50X3),"₹24,999",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","1.5 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hisense 55A7H 55 inch Ultra HD 4K Smart LED TV,"₹34,990",74,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"6 Speakers, 102 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Blaupunkt 50QD7010 50 Inch 4K Ultra HD QLED Smart TV,"₹35,999",71,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"4 Speakers, 60 w Output",16 GB Storage,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Acer AR50AR2851UDPRO 50 inch Ultra HD 4K Smart LED TV,"₹30,999",74,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Kodak 50MT5011 50-inch Ultra HD 4K Smart LED TV,"₹29,999",65,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 40 w Output",16 GB Storage,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 50UQ8040PSB 50 Inch Ultra HD 4K Smart LED TV,"₹54,490",68,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
LG 65UQ8040PSB 65 Inch Ultra HD 4K Smart LED TV,"₹84,590",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Panasonic TH-40LS670DX 40-inch Full HD Smart LED TV,"₹31,599",51,"40 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,16 w Output,"1.5 GB RAM, 8 GB Storage","2 HDMI Ports, 2 USB Ports",Supports Apps & Games
Thomson Q55H1001 55 inch Ultra HD 4K Smart LED TV,"₹37,999",73,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","1 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG A2 55 inch Ultra HD 4K Smart OLED TV  (OLED55A2PSA),"₹1,04,990",76,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Alpha7 Gen 5 AI Processor 4K Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG UQ7500 65 inch Ultra HD 4K Smart LED TV (65UQ7500PSF),"₹79,990",73,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Gen5 AI Processor 4K Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
LG C2X OLED65C2XSA 65 inch Ultra HD 4K Smart OLED TV,"₹2,12,990",83,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",Supports Apps & Games
Sansui JSW70ASUHDFF 70-inch Ultra HD 4K Smart LED TV,"₹64,999",72,"70 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 2 w Output","2 GB RAM, 32 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Toshiba 50C350LP 50 inch Ultra HD 4K Smart LED TV,"₹29,990",69,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","MT9612IAATNC / 4 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Toshiba 65M550LP 65 inch Ultra HD 4K Smart LED TV,"₹64,990",75,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 49 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Coocaa 55Y72 Frameless Series 55-inch Ultra HD 4K Smart LED TV,"₹36,999",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV ES Pro 65 inch Ultra HD 4K Smart LED TV,"₹55,490",77,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 25 w Output","A73 processor
 Processor, 3 GB RAM, 32 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
TCL 55P735 55 Inch Ultra HD 4K Smart LED TV,"₹37,990",62,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",Screen Mirroring / Miracast Support
NVY NVA24BR1 24-inch HD Ready Smart LED TV,"₹5,990",48,"24 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG A2 65 inch Ultra HD 4K Smart OLED TV (OLED65A2PSA),"₹1,54,990",73,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α7 Gen5 AI Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Candy C32KA66 32 Inch HD Ready Smart LED TV,"₹8,990",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",32 GB Storage,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung UA43AUE65AKXXL 43 Inch Ultra HD 4K Smart LED TV,"₹31,499",72,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung UA60BU8000KLXL 60 inch Ultra HD 4K Smart LED TV,"₹76,490",75,"60 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
InnoQ Frameless IN43-FSBDLX 43 inch Full HD Smart LED TV,"₹14,490",51,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung The Frame QA55LS03BAKLXL 55 inch Ultra HD 4K Smart QLED TV,"₹87,990",78,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output",Quantum Processor 4K  Processor,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Lloyd 55US850C 55 Inch Ultra HD 4K Smart LED TV,"₹51,990",70,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Hisense 43A4G 43 inch Full HD Smart LED TV,"₹22,990",53,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA55×4 @ 1.45GHz Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Croma CREL050USA024601 50-Inch Ultra HD 4K Smart LED TV,"₹28,990",62,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
Dyanora DY-LD43F2S 43 inch Full HD Smart LED TV,"₹15,499",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","Quad Core Processor Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung QA55Q70BAKLXL 55 ich Ultra HD 4K Smart QLED TV,"₹99,990",75,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Motorola Revou 2 55 inch Ultra HD 4K Smart LED TV,"₹34,999",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Realme Smart TV X 43 inch Full HD Smart LED TV,"₹22,999",57,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output","MediaTek Quad Core 6883 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Haier LE58K7700HQGA 58 Inch Ultra HD 4K Smart LED TV,"₹52,190",71,"58 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,20 w Output,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung UA65BU8570ULXL 65 inch 4K Ultra HD Smart LED TV,"₹98,000",74,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support,"50 Hz, 16:9 Ratio",
Samsung UA43BU8570ULXL 43 inch 4K Ultra HD Smart LED TV,"₹43,990",65,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet","2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support,"50 Hz, 16:9 Ratio"
Samsung QA43Q60BAKLXL 43 inch Ultra HD 4K Smart QLED TV,"₹51,700",71,"43 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Samsung QN95B 65 inch Ultra HD 4K Smart QLED TV (QA65QN95BAKLXL),"₹2,09,990",87,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.2.2CH Speakers, 70 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
Croma CREL040FOF024601 40 Inch Full HD Smart LED TV,"₹17,490",50,"40 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
Beston BS43UW1 43 inch Ultra HD 4K Smart LED TV,"₹22,263",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","‎Mali G31 MP2 700MHz Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 3 USB Ports"
Beston BS32HW1 32 inch HD Ready Smart LED TV,"₹9,999",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"‎Mali G31 MP2 700MHz Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 3 USB Ports",Supports Apps & Games
Panasonic TH-55LX700DX 55 inch Ultra HD 4K LED Smart TV,"₹54,370",65,"54.72 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Blaupunkt Cybersound 43CSA7121 43 Inch Full HD Smart LED TV,"₹16,999",57,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex A53 - 1.4 GHz Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Infinix X3 43 inch Full HD Smart LED TV,"₹17,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 36 w Output","Realtek RTD2841 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Vu 75QMP 75 inch Ultra HD 4K Smart QLED TV,"₹1,19,990",83,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.1 Speakers, 100 w Output","3 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Samsung Crystal 75AU7700 75-inch Ultra HD 4K Smart LED TV,"₹1,59,990",74,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",3D TV: No
iFFALCON 32F65A 32 inch HD Ready LED Smart TV,"₹11,990",54,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Akai AKLT32S-FL1Y9M 32 inch HD Ready Smart LED TV,"₹11,990",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Coocaa 43S7G 43 inch Full HD Smart LED TV,"₹16,999",56,"42.52 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM A55 Quad Core, 1.5 GHz Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Akai AKLT43U-F7VSW 43 inch Ultra HD 4K Smart LED TV,"₹22,999",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 3 USB Ports"
Sony Bravia A80K 65 inch Ultra HD 4K Smart OLED TV (XR-65A80K),"₹2,37,490",83,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,Cognitive Processor XR Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
iFFALCON 55U71 55 inch Ultra HD 4K Smart LED TV,"₹37,990",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
LG StanbyME 27 inch Wireless TV,"₹99,999",45,27 in,Wifi,Smart TV,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No,Screen Mirroring / Miracast Support,"16""9 Ratio"
Xiaomi Mi TV ES50 2022 50-inch Ultra HD 4K Smart LED TV,"₹29,999",72,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 23 w Output","Cortex A55 Processor, 2 GB RAM, 32 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Thomson 55OPMAX9055 55-inch Ultra HD 4K Smart LED TV,"₹28,999",68,"54.72 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","A53 x 4-1.5 GHz Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 32LM6360PTB 32-inch Full HD Smart LED TV,"₹27,990",52,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Haier S8 LE65S8HQGA 65-inch Ultra HD 4K Smart LED TV,"₹94,990",69,65 in,"4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",176 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Skywall 32SWELS Pro 32-inch Full HD Smart LED TV,"₹7,499",47,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
Nokia 55UHDAQNDT5Q 55-inch Ultra HD 4K Smart QLED TV,"₹54,999",75,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 60 w Output","1.1 GHz Realtek Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony Bravia XR-85Z9J 85-inch Ultra HD 8K Smart LED TV,"₹12,99,990",86,"85 in, LED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"Mid Range x2, Tweeter x4, Subwoofer x4 Speakers",16 GB Storage,178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports"
Hisense 55U6G 55-inch Ultra HD 4K Smart QLED TV,"₹44,990",74,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","A53 Processor, 2 GB RAM, 16 GB Storage","Ultra Slim, 178 ° Viewing Angle","3 HDMI Ports, 2 USB Ports"
LG NanoCell 43NANO75TPZ 43-inch Ultra HD 4K Smart LED TV,"₹44,990",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony Bravia X90J XR-65X90J 65-inch Ultra HD 4K Smart LED TV,"₹1,24,990",81,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",16 GB Storage,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Haier LE42A6500GA 42-inch Full HD Smart LED TV,"₹27,990",55,"42 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
